HourUTC;HourDK;PriceArea;SpotPriceEUR
2024-01-17 10:00:00;2024-01-17 11:00:00;DK2;111,099998
2024-01-17 11:00:00;2024-01-17 12:00:00;DK2;117,709999
2024-01-17 12:00:00;2024-01-17 13:00:00;DK2;121,699997
2024-01-17 13:00:00;2024-01-17 14:00:00;DK2;121,739998
2024-01-17 14:00:00;2024-01-17 15:00:00;DK2;125,459999
2024-01-17 15:00:00;2024-01-17 16:00:00;DK2;128,559998
2024-01-17 16:00:00;2024-01-17 17:00:00;DK2;140,520004
2024-01-17 17:00:00;2024-01-17 18:00:00;DK2;123,589996
2024-01-17 18:00:00;2024-01-17 19:00:00;DK2;114,279999
2024-01-17 19:00:00;2024-01-17 20:00:00;DK2;109,800003
2024-01-17 20:00:00;2024-01-17 21:00:00;DK2;101,089996
2024-01-17 21:00:00;2024-01-17 22:00:00;DK2;94,279999
2024-01-17 22:00:00;2024-01-17 23:00:00;DK2;84,169998
2024-01-17 23:00:00;2024-01-18 00:00:00;DK2;81,330002
2024-01-18 00:00:00;2024-01-18 01:00:00;DK2;77,199997
2024-01-18 01:00:00;2024-01-18 02:00:00;DK2;75,290001
2024-01-18 02:00:00;2024-01-18 03:00:00;DK2;74,910004
2024-01-18 03:00:00;2024-01-18 04:00:00;DK2;77,570000
2024-01-18 04:00:00;2024-01-18 05:00:00;DK2;81,000000
2024-01-18 05:00:00;2024-01-18 06:00:00;DK2;91,440002
2024-01-18 06:00:00;2024-01-18 07:00:00;DK2;111,550003
2024-01-18 07:00:00;2024-01-18 08:00:00;DK2;125,889999
2024-01-18 08:00:00;2024-01-18 09:00:00;DK2;122,169998
2024-01-18 09:00:00;2024-01-18 10:00:00;DK2;110,900002
2024-01-18 10:00:00;2024-01-18 11:00:00;DK2;107,949997
2024-01-18 11:00:00;2024-01-18 12:00:00;DK2;93,550003
2024-01-18 12:00:00;2024-01-18 13:00:00;DK2;87,620003
2024-01-18 13:00:00;2024-01-18 14:00:00;DK2;86,430000
2024-01-18 14:00:00;2024-01-18 15:00:00;DK2;94,250000
2024-01-18 15:00:00;2024-01-18 16:00:00;DK2;99,519997
2024-01-18 16:00:00;2024-01-18 17:00:00;DK2;104,680000
2024-01-18 17:00:00;2024-01-18 18:00:00;DK2;103,260002
2024-01-18 18:00:00;2024-01-18 19:00:00;DK2;94,529999
2024-01-18 19:00:00;2024-01-18 20:00:00;DK2;86,970001
2024-01-18 20:00:00;2024-01-18 21:00:00;DK2;81,129997
2024-01-18 21:00:00;2024-01-18 22:00:00;DK2;77,430000
2024-01-18 22:00:00;2024-01-18 23:00:00;DK2;71,330002
2024-01-18 23:00:00;2024-01-19 00:00:00;DK2;68,400002
2024-01-19 00:00:00;2024-01-19 01:00:00;DK2;65,339996
2024-01-19 01:00:00;2024-01-19 02:00:00;DK2;64,050003
2024-01-19 02:00:00;2024-01-19 03:00:00;DK2;62,759998
2024-01-19 03:00:00;2024-01-19 04:00:00;DK2;63,320000
2024-01-19 04:00:00;2024-01-19 05:00:00;DK2;65,849998
2024-01-19 05:00:00;2024-01-19 06:00:00;DK2;75,739998
2024-01-19 06:00:00;2024-01-19 07:00:00;DK2;89,379997
2024-01-19 07:00:00;2024-01-19 08:00:00;DK2;104,269997
2024-01-19 08:00:00;2024-01-19 09:00:00;DK2;103,300003
2024-01-19 09:00:00;2024-01-19 10:00:00;DK2;95,849998
2024-01-19 10:00:00;2024-01-19 11:00:00;DK2;86,559998
2024-01-19 11:00:00;2024-01-19 12:00:00;DK2;78,720001
2024-01-19 12:00:00;2024-01-19 13:00:00;DK2;75,150002
2024-01-19 13:00:00;2024-01-19 14:00:00;DK2;76,910004
2024-01-19 14:00:00;2024-01-19 15:00:00;DK2;86,949997
2024-01-19 15:00:00;2024-01-19 16:00:00;DK2;104,599998
2024-01-19 16:00:00;2024-01-19 17:00:00;DK2;114,769997
2024-01-19 17:00:00;2024-01-19 18:00:00;DK2;108,489998
2024-01-19 18:00:00;2024-01-19 19:00:00;DK2;85,099998
2024-01-19 19:00:00;2024-01-19 20:00:00;DK2;75,820000
2024-01-19 20:00:00;2024-01-19 21:00:00;DK2;73,010002
2024-01-19 21:00:00;2024-01-19 22:00:00;DK2;70,690002
2024-01-19 22:00:00;2024-01-19 23:00:00;DK2;66,690002
2024-01-19 23:00:00;2024-01-20 00:00:00;DK2;67,620003
2024-01-20 00:00:00;2024-01-20 01:00:00;DK2;65,010002
2024-01-20 01:00:00;2024-01-20 02:00:00;DK2;65,099998
2024-01-20 02:00:00;2024-01-20 03:00:00;DK2;63,340000
2024-01-20 03:00:00;2024-01-20 04:00:00;DK2;63,369999
2024-01-20 04:00:00;2024-01-20 05:00:00;DK2;61,750000
2024-01-20 05:00:00;2024-01-20 06:00:00;DK2;64,449997
2024-01-20 06:00:00;2024-01-20 07:00:00;DK2;68,550003
2024-01-20 07:00:00;2024-01-20 08:00:00;DK2;74,820000
2024-01-20 08:00:00;2024-01-20 09:00:00;DK2;78,849998
2024-01-20 09:00:00;2024-01-20 10:00:00;DK2;73,570000
2024-01-20 10:00:00;2024-01-20 11:00:00;DK2;72,510002
2024-01-20 11:00:00;2024-01-20 12:00:00;DK2;69,750000
2024-01-20 12:00:00;2024-01-20 13:00:00;DK2;70,790001
2024-01-20 13:00:00;2024-01-20 14:00:00;DK2;73,389999
2024-01-20 14:00:00;2024-01-20 15:00:00;DK2;79,110001
2024-01-20 15:00:00;2024-01-20 16:00:00;DK2;90,050003
2024-01-20 16:00:00;2024-01-20 17:00:00;DK2;97,269997
2024-01-20 17:00:00;2024-01-20 18:00:00;DK2;101,110001
2024-01-20 18:00:00;2024-01-20 19:00:00;DK2;91,570000
2024-01-20 19:00:00;2024-01-20 20:00:00;DK2;80,000000
2024-01-20 20:00:00;2024-01-20 21:00:00;DK2;73,389999
2024-01-20 21:00:00;2024-01-20 22:00:00;DK2;70,419998
2024-01-20 22:00:00;2024-01-20 23:00:00;DK2;66,989998
